apk,intention,transferred_countries,declared_safeguards,explicit_consent,countries,safeguard,copy,compliance
com.gnresound.tinnitus,True,United States,['dp_clause'],False,True,True,True,True
com.touchsurgery,True,United States,['dp_clause'],False,True,True,True,True
com.abbvie.patientapp,True,United States,['dp_clause'],False,True,True,True,True
com.bose.monet,True,United States,['dp_clause'],False,True,True,True,True
com.online.homify,True,United States,[],True,True,False,False,True
com.amber.launcher.ios.iphonex.apple.os11,True,United States,['dp_clause'],False,True,True,True,True
mobi.infolife.ezweather.widget.accurate.weatherchannel,True,United States,['dp_clause'],False,True,True,True,True
com.buoyweather.android,True,United States,['dp_clause'],True,True,True,False,True
com.PYOPYO.SunMoonTracker,True,United States,[],True,True,False,False,True
mobi.infolife.ezweather.widget.rainy.new2018,True,United States,['dp_clause'],False,True,True,True,True
com.surfline.android,True,United States,['dp_clause'],True,True,True,False,True
com.home.weather.radar,True,United States,['dp_clause'],True,True,True,False,True
com.salesforce.authenticator,True,United States,['dp_clause'],True,True,True,False,True
com.atlassian.android.jira.core,True,United States,['dp_clause'],False,True,True,True,True
com.pymetrics.client,True,United States,['dp_clause'],False,True,True,True,True
com.joinhandshake.student,True,United States,[],True,True,False,False,True
org.familysearch.mobile.memories,True,United States,['dp_clause'],False,True,True,True,True
multi.gta.us.war.stickman.rope.heros.pubg,True,United States,['dp_clause'],False,True,True,True,True
sg.egs.game.bingo,True,United States,['dp_clause'],True,True,True,False,True
com.gun.shoot.zombie.action,True,United States,['dp_clause'],False,True,True,True,True
com.gun.fun.anti.shoot,True,United States,['dp_clause'],False,True,True,True,True
org.familysearch.mobile,True,United States,['dp_clause'],False,True,True,True,True
com.home.bible.verse.prayer,True,United States,['dp_clause'],True,True,True,False,True
com.livesafe.activities,True,United States,['dp_clause'],False,True,True,True,True
com.budgestudios.HelloKittyNailSalon,True,United States,['dp_clause'],True,True,True,False,True
com.RedLineGames.Game49,True,United States,['dp_clause'],False,True,True,True,True
com.gamehouse.casino,True,United States,['dp_clause'],False,True,True,True,True
com.wildloots.FairyTaleSlots,True,United States,['dp_clause'],True,True,True,False,True
com.huuuge.jomhd,True,United States,['dp_clause'],False,True,True,True,True
com.viber.voip,True,United States,['binding_corporate_rules'],False,True,True,True,True
com.luckywin.tigerslots,True,United States,['dp_clause'],False,True,True,True,True
com.vegasslotspocket.goldenwolf,True,United States,['dp_clause'],False,True,True,True,True
com.ADDAentertainment.SlotsWolf,True,United States,['dp_clause'],True,True,True,False,True
com.gamehouse.slingosolitairegp,True,United States,['dp_clause'],False,True,True,True,True
com.casino.slotfairytale,True,United States,['dp_clause'],False,True,True,True,True
com.luckios.vegasluckyslots,True,United States,['dp_clause'],False,True,True,True,True
air.com.playtika.cvs,True,United States,['dp_clause'],False,True,True,True,True
com.newvegas.slotfortune,True,United States,['dp_clause'],False,True,True,True,True
com.wildslots.gp88Slots,True,United States,['dp_clause'],True,True,True,False,True
com.wildslots.VegasWorldSlots,True,United States,['dp_clause'],True,True,True,False,True
air.com.gamesys.mobile.slots.jpj,True,United States,['dp_clause'],False,True,True,True,True
com.pubggrandmafia.gtathugchicago300,True,United States,['dp_clause'],False,True,True,True,True
panda.ropehero.crime.sim,True,United States,['dp_clause'],False,True,True,True,True
us.marines.army.gta.armygranny.city.crime,True,United States,['dp_clause'],False,True,True,True,True
com.froghulck.superhero,True,United States,['dp_clause'],False,True,True,True,True
com.santa.gta.realcrime.grandcrimegangster,True,United States,['dp_clause'],False,True,True,True,True
panther.spiderman.rope.hero.stickman.rope.heros,True,United States,['dp_clause'],False,True,True,True,True
com.creative.Learn.to.draw.comics,True,United States,['dp_clause'],False,True,True,True,True
com.playwpt.mobile.poker,True,United States,['dp_clause'],True,True,True,False,True
com.creative.Learn.to.draw.princess,True,United States,['dp_clause'],False,True,True,True,True
com.WildLoots.RainBowSlots,True,United States,['dp_clause'],True,True,True,False,True
com.luckios.buffaloslots,True,United States,['dp_clause'],False,True,True,True,True
com.colorjoy.learn.to.draw.glow.comics,True,United States,['dp_clause'],False,True,True,True,True
com.robot.super.car.fastgame,True,United States,['dp_clause'],False,True,True,True,True
spiderfrog.rope.hero.stickman.rope.heros,True,United States,['dp_clause'],False,True,True,True,True
robot.mamounth.crime.sim,True,United States,['dp_clause'],False,True,True,True,True
com.wildloots.AgeOfSailSlots,True,United States,['dp_clause'],True,True,True,False,True
us.heroman.mafia.crime.rope.heros.superhero,True,United States,['dp_clause'],False,True,True,True,True
com.williamsinteractive.hotshotcasino,True,United States,['dp_clause'],True,True,True,True,True
robot.shark.crimesimulator,True,United States,['dp_clause'],False,True,True,True,True
com.ballytechnologies.f88,True,United States,['dp_clause'],True,True,True,True,True
learn.to.draw.glow.cartoon,True,United States,['dp_clause'],False,True,True,True,True
com.scientificgames.monopolyslots,True,United States,['dp_clause'],True,True,True,True,True
com.huuuge.stars.slots,True,United States,['dp_clause'],False,True,True,True,True
spider.stickmansuperhero.spiderman.rope.hero.pubg.mafia,True,United States,['dp_clause'],False,True,True,True,True
robot.car.golden.gangaster.crime.city.game,True,United States,['dp_clause'],False,True,True,True,True
com.williamsinteractive.goldfish,True,United States,['dp_clause'],True,True,True,True,True
com.ballytechnologies.quickhitslots,True,United States,['dp_clause'],True,True,True,True,True
com.huuuge.casino.texas,True,United States,['dp_clause'],False,True,True,True,True
flash.stickman.ropehero.vegas.crime.city,True,United States,['dp_clause'],False,True,True,True,True
com.vizmanga.android,True,United States,"['binding_corporate_rules', 'dp_clause']",False,True,True,True,True
com.viz.wsj.android,True,United States,"['binding_corporate_rules', 'dp_clause']",False,True,True,True,True
de.spielepalast.canastapalace,True,United States,['dp_clause'],False,True,True,True,True
com.freshbooks.andromeda,True,United States,['dp_clause'],True,True,True,False,True
com.newstargames.newstarsoccer,True,United States,['dp_clause'],False,True,True,True,True
com.creative.Learn.to.draw.animal,True,United States,['dp_clause'],False,True,True,True,True
com.coursehero.coursehero,True,United States,[],True,True,False,False,True
com.brycesummer.swipeskate,True,United States,['dp_clause'],False,True,True,True,True
com.PYOPYO.StarTracker,True,United States,[],True,True,False,False,True
com.inpoly.lowpoly.polyart.puzzle,True,United States,['dp_clause'],False,True,True,True,True
com.yunbu.puppy.blast.crush.free,True,United States,['dp_clause'],False,True,True,True,True
com.funtomic.matchmasters,True,United States,[],True,True,False,False,True
com.no.draw.color.by.number,True,United States,['dp_clause'],False,True,True,True,True
com.drawapp.magicdoodle,True,United States,['dp_clause'],False,True,True,True,True
com.crowdstar.covetfashion,True,United States,['dp_clause'],False,True,True,True,True
spanish.stickers.wastickerapps,True,United States,[],True,True,False,False,True
com.pjmasks.moonlightheroes,True,United States,['dp_clause'],False,True,True,True,True
com.huuuge.checkers,True,United States,['dp_clause'],False,True,True,True,True
com.Alienforcegames.ChessFusionFree,True,United States,['dp_clause'],False,True,True,True,True
com.superbox.aos.bingo,True,United States,['dp_clause'],False,True,True,True,True
paintist.pixel.art.color.paint.by.number.coloring.paint.drawing.book,True,United States,['dp_clause'],False,True,True,True,True
com.huuuge.domino,True,United States,['dp_clause'],False,True,True,True,True
com.ib.SD,True,United States,['dp_clause'],False,True,True,True,True
com.stridehealth.drive,True,United States,[],True,True,False,False,True
co.mona.android,True,United States,['dp_clause'],False,True,True,True,True
com.dalakgames.ziplinevalley,True,United States,['dp_clause'],False,True,True,True,True
com.moregames.makemoney,True,United States,['dp_clause'],False,True,True,True,True
com.runtheworld.tribe,True,United States,"['binding_corporate_rules', 'dp_clause', 'approved_code_conduct']",True,True,True,True,True
com.aetn.aetv.watch,True,United States,['dp_clause'],False,True,True,True,True
co.ritual.app,True,United States,['dp_clause'],True,True,True,False,True
com.PrankDial,True,United States,[],True,True,False,False,True
craft.free.mine.story,True,United States,['dp_clause'],False,True,True,True,True
com.aetn.history.watch,True,United States,['dp_clause'],False,True,True,True,True
com.budgestudios.googleplay.BudgeWorld,True,United States,['dp_clause'],True,True,True,False,True
com.edmdots.GOOTekashiIXIN,True,United States,['dp_clause'],False,True,True,True,True
com.epictunes.MoonliXXXTENTAC,True,United States,['dp_clause'],False,True,True,True,True
com.epictunes.DoYouKnowThUgand,True,United States,['dp_clause'],False,True,True,True,True
com.edmdots.GummyBear__,True,United States,['dp_clause'],False,True,True,True,True
com.buildium.resident.android,True,United States,['dp_clause'],True,True,True,False,True
com.epictunes.ItsEJake,True,United States,['dp_clause'],False,True,True,True,True
com.allegion.leopard,True,United States,[],True,True,False,False,True
com.kimura.pianogame,True,United States,['dp_clause'],False,True,True,True,True
today.onedrop.android,True,United States,['dp_clause'],False,True,True,True,True
com.dailyburn.challenge,True,United States,"['binding_corporate_rules', 'dp_clause']",True,True,True,False,True
air.com.freshplanet.games.WaM,True,United States,"['binding_corporate_rules', 'dp_clause']",True,True,True,False,True
com.neonjump.GodzillaThemeSong_,True,United States,['dp_clause'],False,True,True,True,True
com.neonjump.RickAndMortyThemeSong__,True,United States,['dp_clause'],False,True,True,True,True
com.rally.wellness,True,United States,['dp_clause'],False,True,True,True,True
com.whoop.android,True,United States,"['binding_corporate_rules', 'dp_clause', 'approved_code_conduct']",True,True,True,True,True
com.sato.pianomusicgame,True,United States,['dp_clause'],False,True,True,True,True
com.gen.betterwalking,True,United States,['dp_clause'],False,True,True,True,True
com.gen.bettermeditation,True,United States,['dp_clause'],False,True,True,True,True
com.xogrp.thebump,True,United States,['dp_clause'],False,True,True,True,True
air.com.freshplanet.games.SongPop2,True,United States,"['binding_corporate_rules', 'dp_clause']",True,True,True,False,True
com.lasting.lasting,True,United States,['dp_clause'],False,True,True,True,True
com.tap.music.piano.fun,True,United States,['dp_clause'],False,True,True,True,True
com.gen.bettermen,True,United States,['dp_clause'],False,True,True,True,True
com.lifeomic.lifefasting,True,United States,[],True,True,False,False,True
com.ifit.wolf,True,United States,['dp_clause'],False,True,True,True,True
com.home.exercise.fitness.health,True,United States,['dp_clause'],True,True,True,False,True
sp.spider.stickman.gta.rope.city.crime.superhero.pubg.mafia,True,United States,['dp_clause'],False,True,True,True,True
com.appsci.sleep,True,United States,['dp_clause'],False,True,True,True,True
com.gen.workoutme,True,United States,['dp_clause'],False,True,True,True,True
com.sidechef.sidechef,True,United States,['dp_clause'],True,True,True,False,True
io.lucidgreen.www,True,United States,['dp_clause'],True,True,True,True,True
air.com.pkama.rummyworld3,True,United States,[],True,True,False,False,True
com.home.recipes.food.drink,True,United States,['dp_clause'],True,True,True,False,True
company.greenergrass.goldenroll,True,United States,['dp_clause'],False,True,True,True,True
com.alpg.yatzy,True,United States,['dp_clause'],False,True,True,True,True
com.hilton.android.hhonors,True,United States,['dp_clause'],False,True,True,True,True
com.colorjoy.Learn.to.draw.glow.princess,True,United States,['dp_clause'],False,True,True,True,True
com.marriott.mrt,True,United States,"['dp_clause', 'approved_certification']",False,True,True,True,True
com.homeaway.owner,True,United States,"['binding_corporate_rules', 'dp_clause', 'approved_certification']",False,True,True,True,True
com.creative.colorfit.mandala.coloring.book,True,United States,['dp_clause'],False,True,True,True,True
com.aga.travelaid.us,True,United States,[],True,True,False,False,True
app.dupavideo.wishes,True,United States,[],True,True,False,False,True
com.draw.paint.sketch.one,True,United States,['dp_clause'],False,True,True,True,True
com.edmdots.CaptainUnderpants__,True,United States,['dp_clause'],False,True,True,True,True
com.centriqhome.centriq,True,United States,['dp_clause'],True,True,True,False,True
com.jampro.GirlsLikMaroon,True,United States,['dp_clause'],False,True,True,True,True
com.neonjump.badguBillieEilis,True,United States,['dp_clause'],False,True,True,True,True
com.zype.thisoldhouse,True,United States,['dp_clause'],True,True,True,False,True
com.avelog.catsimulator,True,United States,['dp_clause'],False,True,True,True,True
com.SlakDev.SquirrelSimulator1,True,United States,['dp_clause'],False,True,True,True,True
com.glaznev.sentence,True,United States,[],True,True,False,False,True
com.baklabs.bus.simulator,True,United States,['dp_clause'],False,True,True,True,True
com.yoinsapp,True,United States,"['binding_corporate_rules', 'dp_clause']",False,True,True,True,True
thecouponsapp.coupon,True,United States,['dp_clause'],False,True,True,True,True
com.avelog.mouse,True,United States,['dp_clause'],False,True,True,True,True
com.tamalaki.housesecretsthebeginning,True,United States,[],True,True,False,False,True
com.Chatspin,True,United States,['dp_clause'],False,True,True,True,True
com.squarevalley.i8birdies,True,United States,['dp_clause'],True,True,True,True,True
com.theathletic,True,United States,[],True,True,False,False,True
us.bat.stickman.rope.hero.dark.gangstar.mafia,True,United States,['dp_clause'],False,True,True,True,True
com.mcentric.mcclient.MyMadrid,True,United States,['dp_clause'],False,True,True,True,True
org.brilliant.android,True,United States,[],True,True,False,False,True
com.creative.Learn.to.draw.cartoon,True,United States,['dp_clause'],False,True,True,True,True
com.creative.Learn.to.draw.flowers,True,United States,['dp_clause'],False,True,True,True,True
com.neon.black.mafia.ironboy.call.stickman.rope.heros.gangstar.duty,True,United States,['dp_clause'],False,True,True,True,True
com.thoughtfish.player,True,United States,['dp_clause'],True,True,True,True,True
mobi.abcmouse.alphabetmastery.google,True,United States,"['binding_corporate_rules', 'dp_clause']",True,True,True,False,True
org.zwanoo.android.speedtest,True,United States,['dp_clause'],False,True,True,True,True
jp.pokemon.pokemonhome,True,United States,['dp_clause'],False,True,True,True,True
com.creative.sandbox.number.drawning.coloring,True,United States,['dp_clause'],False,True,True,True,True
se.maginteractive.quizduel2,True,United States,['dp_clause'],False,True,True,True,True
skills.craft.survival.building,True,United States,['dp_clause'],False,True,True,True,True
com.zenjoy.slideshow,True,United States,['dp_clause'],False,True,True,True,True
com.picmonkey.picmonkey,True,United States,['dp_clause'],False,True,True,True,True
mastercraft.buiding.sandbox.games,True,United States,['dp_clause'],False,True,True,True,True
com.trello,True,United States,['dp_clause'],False,True,True,True,True
com.aisense.otter,True,United States,['dp_clause'],False,True,True,True,True
fancyclean.boost.antivirus.junkcleaner,True,United States,['dp_clause'],False,True,True,True,True
com.inapp.cross.stitch,True,United States,['dp_clause'],False,True,True,True,True
com.yunbu.nonogram.puzzle,True,United States,['dp_clause'],False,True,True,True,True
com.sadpuppy.lemmings,True,United States,['dp_clause'],False,True,True,True,True
fancyclean.cleaner.boost.privacy.antivirus.mini,True,United States,['dp_clause'],False,True,True,True,True
com.love.poly.puzzle.game,True,United States,['dp_clause'],False,True,True,True,True
com.awem.cradleofempires.andr,True,United States,['dp_clause'],False,True,True,True,True
rocks.mpgames.travelblast,True,United States,['dp_clause'],False,True,True,True,True
com.zzkko,True,United States,['dp_clause'],False,True,True,True,True
com.etsy.android,True,United States,['dp_clause'],False,True,True,True,True
pl.aidemmedia.RealisticBridge,True,United States,[],True,True,False,False,True
com.crowdstar.covetHome,True,United States,['dp_clause'],False,True,True,True,True
com.baklabs.taxi.two,True,United States,['dp_clause'],False,True,True,True,True
